Galleria_mellonella	Achroia_grisella	Amyelois_transitella	Bombyx_mori	Danaus_plexippus	Helicoverpa_armigera	Ostrinia_nubilalis	Plodia_interpunctella	Plutella_xylostella	Manduca_sexta	Arctopsyche_grandis
gene-LOC113511195	gene-LOC131849856	gene-LOC106135910	gene-LOC101741204	gene-LOC116775083	gene-LOC110381808	gene-LOC135082638	gene-LOC128679776	gene-LOC105395853	gene-LOC115443024	gene-LOC143909947
gene-LOC113511196	gene-LOC131849858	gene-LOC106135912	gene-LOC101740917	gene-LOC116775084	gene-LOC110381809	gene-LOC135082763	gene-LOC128679780	gene-LOC105395851	gene-LOC115443025	gene-Tim23
gene-LOC113511194	gene-LOC131849855	gene-LOC106135908	gene-LOC101741059	gene-LOC116775082	gene-LOC110381807	gene-LOC135082762	gene-LOC128679775	gene-LOC105395852	gene-LOC115443023	gene-LOC143923211
gene-LOC113511151	gene-LOC131849787	gene-LOC106135989	gene-LOC101740777	gene-LOC116775144	gene-LOC110381821	gene-LOC135083060	gene-LOC128679777	gene-LOC105395849	gene-LOC115442997	gene-LOC143923172
gene-LOC113511033	gene-LOC131849752	gene-LOC106135935	gene-LOC101740636	gene-LOC116775087	gene-Vps15	gene-LOC135082666	gene-LOC128679767	gene-LOC105395854	gene-LOC115443000	gene-slmb
gene-LOC113511103	gene-LOC131849774	gene-LOC106135866	gene-C/EBPg	gene-LOC116775260	gene-LOC110382902	gene-LOC135082665	gene-LOC128679783	gene-LOC105383563	gene-LOC115442999	gene-Irbp18
gene-LOC113511161	gene-LOC131849784	gene-LOC106135970	gene-LOC101744460	gene-LOC116775414	gene-LOC110382903	gene-LOC135083059	gene-LOC128679770	gene-LOC105383584	gene-LOC115443020	gene-LOC143909157
gene-LOC113511157	gene-LOC131849749	gene-LOC106135805	gene-LOC101740274	gene-LOC116775029	gene-LOC110381629	gene-LOC135082753	gene-LOC128679772	gene-LOC105380985	.	.
gene-LOC113511135	gene-LOC131849804	gene-LOC106135888	gene-LOC101740133	gene-LOC116775030	gene-LOC110381630	gene-LOC135083058	gene-LOC128679779	gene-LOC105380957	gene-LOC115443022	.
gene-LOC113511227	gene-LOC131849753	gene-LOC106135886	gene-LOC101744317	gene-LOC116775413	gene-LOC110381631	gene-LOC135083057	gene-LOC128679773	gene-LOC119690355	gene-LOC115443031	.
gene-LOC128202524	.	.	.	.	.	.	.	.	.	.
gene-LOC113511016	gene-LOC131849776	gene-LOC106135963	gene-LOC101739729	gene-LOC116775041	gene-LOC110381624	gene-LOC135082707	gene-LOC128679769	gene-LOC105380955	.	gene-LOC143909945
gene-LOC113511029	gene-LOC131849842	gene-LOC106135870	gene-Fkbp12	gene-LOC116775269	gene-LOC110381623	gene-LOC135082961	gene-LOC128679787	gene-LOC105380954	.	.
gene-LOC113511011	gene-LOC131849841	gene-LOC106135947	gene-LOC101739587	gene-LOC116775079	gene-LOC110381626	gene-LOC135082712	gene-LOC128679778	gene-LOC105380953	.	.
gene-LOC116413360	.	.	.	.	.	.	.	.	.	.
gene-LOC128202539	.	.	.	.	.	.	.	.	.	.
gene-LOC128202540	.	.	.	.	.	.	.	.	.	.
gene-LOC113511188	gene-LOC131849681	gene-LOC106135806	gene-LOC101738337	gene-LOC116775411	gene-LOC110383137	gene-LOC135083056	gene-LOC128679857	gene-LOC105380983	.	.
gene-LOC113511104	gene-LOC131849757	gene-LOC106135807	gene-LOC101738205	gene-LOC116775165	gene-LOC110383134	gene-LOC135083055	gene-LOC128679859	gene-LOC105380981	.	.
gene-LOC113511073	gene-LOC131849633	gene-LOC106135972	gene-LOC693063	gene-LOC116775159	gene-Eif2alpha	gene-LOC135082833	gene-LOC128679705	gene-LOC105385975	.	gene-eIF2alpha
gene-LOC113511085	gene-LOC131849837	gene-LOC106135954	gene-LOC100529218	gene-LOC116775158	gene-LOC110383136	gene-LOC135082807	gene-LOC128679706	gene-LOC105385974	.	.
gene-LOC113511036	gene-LOC131849835	gene-LOC106135973	gene-LOC101738078	gene-LOC116775243	gene-Phers-m	gene-LOC135082806	gene-LOC128679704	gene-LOC105385973	.	.
gene-LOC113511324	gene-LOC131849838	gene-LOC106135953	gene-LOC101743023	gene-LOC116775131	gene-LOC110383133	gene-LOC135082788	gene-LOC128679937	gene-LOC105385972	.	.
gene-LOC128202530	.	.	.	.	.	.	.	.	.	.
gene-LOC113511228	gene-LOC131849838	gene-LOC106135953	gene-LOC101743023	gene-LOC116775131	gene-LOC110383133	gene-LOC135082788	gene-LOC128679937	gene-LOC105385972	.	.
gene-LOC116413372	gene-LOC131849616	.	.	.	.	.	.	.	.	.
gene-LOC113511187	gene-LOC131849615	.	.	.	.	.	.	.	.	.
gene-LOC113511229	gene-LOC131849606	gene-LOC106135922	gene-LOC101737437	gene-LOC116775040	gene-Iav	gene-LOC135082656	gene-LOC128679938	gene-LOC105385997	gene-LOC119190384	gene-iav
gene-LOC113511319	gene-LOC131849595	gene-LOC106135923	gene-Psi	gene-LOC116775039	gene-LOC110379437	gene-LOC135082705	gene-LOC128679940	gene-LOC105380947	gene-LOC115448424	gene-GlcT
gene-LOC113511311	gene-LOC131849716	gene-LOC106135938	gene-LOC101736883	gene-LOC116775038	gene-LOC110379439	gene-LOC135083053	gene-LOC128679543	gene-LOC105380946	gene-LOC115448426	gene-Dek
gene-LOC113511020	gene-LOC131849570	gene-LOC106135940	gene-LOC101742588	gene-LOC116775192	gene-LOC110379427	gene-LOC135083051	gene-LOC128679542	gene-LOC105393822	gene-LOC115448410	gene-LOC143909239
gene-LOC113511021	gene-LOC131849778	gene-LOC106135939	gene-LOC101736757	gene-LOC116775191	gene-LOC110379428	gene-LOC135082950	gene-LOC128679545	gene-LOC105393813	gene-LOC115448412	.
gene-LOC128202541	gene-LOC131849571	.	gene-LOC105841503	.	gene-LOC126055681	gene-LOC135082949	gene-LOC128679544	.	gene-LOC115448411	.
gene-LOC113511321	gene-LOC131849851	gene-LOC106135811	gene-LOC101736613	gene-LOC116775452	gene-LOC110379430	.	gene-LOC128679952	.	gene-LOC115448414	.
gene-LOC113511231	gene-LOC131849839	gene-LOC106135812	.	gene-LOC116775450	gene-LOC126055682	gene-LOC135082801	gene-LOC128679951	gene-LOC105393821	gene-LOC115448413	.
gene-LOC113511233	gene-LOC131849891	gene-LOC106135855	gene-LOC100127051	gene-LOC116775410	gene-LOC110379441	gene-LOC135082953	gene-LOC128679885	gene-LOC105393820	gene-LOC115448427	gene-LOC143909322
gene-LOC113514859	gene-LOC131849552	gene-LOC106135965	gene-LOC101736356	gene-LOC116775176	gene-LOC110379424	gene-LOC135083050	gene-LOC128679762	gene-LOC105393812	gene-LOC115448422	.
gene-LOC128202517	.	.	.	.	.	.	.	.	.	.
gene-LOC113511068	gene-LOC131849673	gene-LOC106135874	gene-LOC101742153	gene-LOC116775130	gene-LOC110379442	gene-LOC135083049	gene-LOC128679808	gene-LOC105388656	gene-LOC115452806	.
gene-LOC116413366	gene-LOC131849767	gene-LOC106135932	gene-LOC101736097	gene-LOC116775107	gene-LOC126055676	gene-LOC135082646	gene-LOC128679824	gene-LOC125490082	gene-LOC115452809	.
gene-LOC128202520	.	.	.	.	.	.	.	.	.	.
gene-LOC113511097	gene-LOC131849765	gene-LOC106135929	gene-LOC101736097	gene-LOC116775261	gene-LOC110379435	gene-LOC135082643	gene-LOC128679840	gene-LOC105388655	gene-LOC115452807	.
gene-LOC113511095	gene-LOC131849766	gene-LOC106135931	gene-LOC101736232	gene-LOC116775208	gene-LOC110379434	gene-LOC135082645	gene-LOC128679841	gene-LOC105388649	gene-LOC115452808	.
gene-LOC128202518	.	.	.	.	.	.	.	.	.	.
gene-LOC113511051	gene-LOC131849643	gene-LOC106135930	gene-LOC101736363	gene-LOC116775161	gene-LOC110379433	gene-LOC135082642	gene-LOC128679548	gene-LOC105388648	gene-LOC115452506	.
gene-LOC113511192	gene-LOC131849641	.	gene-LOC101741614	gene-LOC116774859	gene-LOC110379444	.	gene-LOC128679547	gene-LOC105388654	gene-LOC115452505	.
gene-LOC128202523	.	.	.	.	.	.	.	.	.	.
gene-LOC113511236	gene-LOC131849645	gene-LOC132903343	.	gene-LOC116775164	gene-LOC110379431	gene-LOC135082617	gene-LOC128679694	.	gene-LOC115455331	.
gene-LOC128202529	.	.	.	.	.	.	.	.	.	.
gene-LOC128202537	.	.	.	.	.	.	.	.	.	.
gene-LOC128202536	.	.	.	.	.	.	.	.	.	.
gene-LOC128202535	.	.	.	.	.	.	.	.	.	.
gene-LOC128202534	.	.	.	.	.	.	.	.	.	.
gene-LOC113511317	gene-LOC131849638	gene-LOC106135949	gene-LOC101746370	gene-LOC116775211	gene-LOC110377620	gene-LOC135082713	gene-LOC128679688	gene-LOC105388647	gene-LOC115452403	.
gene-LOC128202533	.	.	.	.	.	.	.	.	.	.
gene-LOC128202542	.	.	.	.	.	.	.	.	.	.
gene-LOC113511183	gene-LOC131849646	gene-LOC106135969	gene-LOC101741489	gene-LOC116775195	gene-LOC110377621	gene-LOC135082795	gene-LOC128679716	gene-LOC105388646	gene-LOC115452402	.
gene-LOC113511181	gene-LOC131849642	gene-LOC106135957	gene-LOC101741353	gene-LOC116775105	gene-LOC110377633	gene-LOC135082904	gene-LOC128679760	gene-LOC105388645	gene-LOC119188536	.
gene-LOC113511009	gene-LOC131849644	gene-LOC106135951	gene-RpS7	gene-LOC116775259	gene-LOC110377634	gene-LOC135082905	gene-LOC128679930	gene-LOC105388644	gene-LOC115452401	.
gene-LOC113511032	gene-LOC131849637	gene-LOC106135950	gene-LOC101746231	gene-LOC116775154	gene-LOC110379556	gene-LOC135082789	gene-LOC128679929	gene-LOC105388643	gene-LOC115452404	.
gene-LOC113511153	gene-LOC131849853	gene-LOC106135942	gene-LOC101745942	gene-LOC116775416	gene-LOC110379551	gene-LOC135082908	gene-LOC128679928	gene-LOC105388640	gene-LOC115453125	.
gene-LOC113511110	gene-LOC131849729	gene-LOC106135859	gene-LOC732948	gene-LOC116775074	gene-Eloc	gene-LOC135082906	gene-LOC128679932	gene-LOC105388639	gene-LOC115453124	.
gene-LOC113511025	gene-LOC131849785	gene-LOC106135962	gene-LOC101741475	gene-LOC116775073	gene-LOC110379547	gene-LOC135082614	gene-LOC128679628	gene-LOC119691644	gene-LOC115453123	.
gene-LOC113511058	gene-LOC131849580	gene-LOC106135926	gene-LOC101741337	gene-LOC116775417	gene-LOC110383152	gene-LOC135083042	gene-LOC128679627	gene-LOC105384676	gene-LOC115453634	.
gene-LOC113511120	gene-LOC131849806	gene-LOC106135893	gene-LOC101741196	gene-LOC116775122	gene-LOC110383153	gene-LOC135083040	gene-LOC128679670	gene-LOC105384641	gene-LOC115453635	gene-BORCS7
gene-LOC128202543	.	.	.	.	.	.	.	.	.	.
gene-LOC113511047	gene-LOC131849623	gene-LOC106135913	gene-Adamts-like	gene-LOC116775149	gene-LOC110381445	gene-LOC135082902	gene-LOC128679635	gene-LOC105384643	gene-LOC115450848	gene-sona
gene-LOC128202515	gene-LOC131849622	gene-LOC132903277	gene-LOC110386175	gene-LOC133319551	gene-LOC110381444	gene-LOC135082756	gene-LOC128679636	gene-LOC119691611	gene-LOC115450849	.
gene-LOC113511067	gene-LOC131849791	gene-LOC106135914	gene-LOC100101188	gene-LOC116775151	gene-LOC110381448	gene-LOC135082907	gene-LOC128679637	gene-LOC105384642	gene-LOC115450850	gene-LOC143909019
gene-LOC113511106	gene-LOC131849783	gene-LOC106135960	gene-LOC101741046	gene-LOC116775418	gene-LOC110381446	gene-LOC135082682	gene-LOC128679748	gene-LOC105384677	gene-LOC115450851	gene-Gclm
gene-LOC113511046	gene-LOC131849620	gene-LOC106135985	gene-LOC101745799	gene-LOC116775267	gene-LOC110381447	gene-LOC135082850	gene-LOC128679846	gene-LOC105384646	gene-LOC115450852	gene-LOC143909623
gene-LOC113511138	gene-LOC131849802	gene-LOC106135971	gene-LOC101740903	gene-LOC116775216	gene-LOC110382063	gene-LOC135082825	gene-LOC128679790	gene-LOC105384647	gene-LOC115451129	gene-LOC143909626
gene-LOC113511237	gene-LOC131849679	gene-LOC106135814	gene-LOC110386172	gene-LOC116775360	gene-LOC110382049	gene-LOC135082990	gene-LOC128679741	gene-LOC105384678	gene-LOC115451133	.
gene-LOC113511191	gene-LOC131849773	gene-LOC106135906	gene-LOC101740763	gene-LOC116775206	gene-LOC110382066	gene-LOC135082778	gene-LOC128679740	gene-LOC105384648	gene-LOC115451121	gene-VGAT
gene-LOC113511238	gene-LOC131849798	gene-LOC106135815	gene-LOC119630055	gene-LOC116775044	gene-LOC126055643	gene-LOC135082692	gene-LOC128679742	gene-LOC105384649	gene-LOC115451122	.
gene-LOC113511115	gene-LOC131849795	gene-LOC106135889	gene-LOC101740484	gene-LOC116775043	gene-Dpit47	gene-LOC135082840	gene-LOC128679743	gene-LOC105384650	gene-LOC115451123	.
gene-LOC113511126	gene-LOC131849618	gene-LOC106135959	gene-LOC101745362	gene-LOC116775419	gene-LOC110382051	gene-LOC135082777	gene-LOC128679683	gene-LOC105384679	gene-LOC115451127	.
gene-LOC113511239	gene-LOC131849707	gene-LOC106135816	.	gene-LOC116775045	gene-LOC110382056	gene-LOC135082884	gene-LOC128679682	gene-LOC105384680	gene-LOC115451125	.
gene-LOC113511042	gene-LOC131849709	gene-LOC106135871	gene-LOC101740353	gene-LOC116775047	gene-LOC110382057	gene-LOC135082894	gene-LOC128679684	gene-LOC105384652	gene-LOC115451126	.
gene-LOC113511040	gene-LOC131849593	gene-LOC106135946	gene-RpS12	gene-LOC116775049	gene-Rps12	gene-LOC135082695	gene-LOC128679876	gene-LOC105384653	gene-LOC115451136	gene-RpS12
gene-LOC113511165	gene-LOC131849796	gene-LOC106135944	gene-LOC101745065	gene-LOC116775046	gene-Zmynd10	gene-LOC135082693	gene-LOC128679875	gene-LOC105384681	gene-LOC115451135	gene-LOC143909861
gene-LOC113511005	gene-LOC131849601	gene-LOC106135945	gene-RpL7	gene-LOC116775218	gene-LOC110382060	gene-LOC135082892	gene-LOC128679674	gene-LOC105387235	gene-LOC115451134	gene-RpL7
gene-LOC113511131	gene-LOC131849751	gene-LOC106135875	.	.	gene-LOC110382065	.	gene-LOC128679672	gene-LOC105387234	gene-LOC115451139	.
gene-LOC113511179	gene-LOC131849590	gene-LOC106135856	gene-LOC100302602	gene-LOC116775247	gene-Tfap-2	gene-LOC135083037	gene-LOC128679871	gene-LOC105387248	gene-LOC115451128	.
gene-Trnad-guc-2	.	.	.	.	.	.	.	.	.	.
gene-Trnad-guc-3	.	.	.	.	.	.	.	.	.	.
gene-LOC113511037	gene-LOC131849632	gene-LOC106135884	gene-LOC101740220	gene-LOC116775068	gene-LOC110377629	gene-LOC135083116	gene-LOC128679849	gene-LOC105384657	gene-LOC115454567	gene-LOC143908930
gene-LOC113511240	.	gene-LOC106135865	gene-LOC101740084	gene-LOC116775071	gene-LOC110377630	gene-LOC135082748	gene-LOC128679848	gene-LOC105384658	gene-LOC115453737	.
gene-LOC113511052	gene-LOC131849735	gene-LOC106135864	gene-LOC693079	gene-LOC116775238	gene-Der-1	gene-LOC135082751	gene-LOC128679792	gene-LOC105384659	gene-LOC115453736	gene-Der-1
gene-LOC113511118	gene-LOC131849736	gene-LOC106135894	gene-LOC101739528	gene-LOC116775309	gene-LOC110377624	gene-LOC135082896	gene-LOC128679793	gene-LOC119691735	gene-LOC115453738	gene-ND-B22
gene-LOC113511080	gene-LOC131849594	gene-LOC106135872	gene-LOC101739669	gene-LOC116775279	gene-LOC110377637	gene-LOC135082891	gene-LOC128679865	gene-LOC105384661	gene-LOC115454271	gene-LOC143909614
gene-LOC113511204	gene-LOC131849609	gene-LOC106135919	gene-LOC101739387	gene-LOC116775458	gene-Pds5	gene-LOC135083034	gene-LOC128679973	gene-LOC105384662	gene-LOC115453267	gene-pds5
gene-LOC113511081	gene-LOC131849727	gene-LOC106135920	gene-LOC101744322	gene-LOC116775301	gene-LOC110377626	gene-LOC135082888	gene-LOC128679975	gene-LOC105384663	gene-LOC115454830	.
gene-LOC113511242	gene-LOC131849847	gene-LOC106135817	gene-LOC101744780	gene-LOC116775361	gene-LOC110377627	gene-LOC135082989	gene-LOC128679976	.	gene-LOC115453268	.
gene-LOC113511039	gene-LOC131849626	gene-LOC106135921	gene-LOC101739110	gene-LOC116775301	gene-LOC110377625	gene-LOC135082886	gene-LOC128679974	gene-LOC105384665	gene-LOC115455238	.
gene-LOC113511083	gene-LOC131849598	gene-LOC106135878	gene-LOC101738964	gene-LOC116775177	gene-LOC110377640	gene-LOC135082887	gene-LOC128679872	gene-LOC105384666	gene-LOC115453705	.
gene-LOC113511092	gene-LOC131849760	gene-LOC106135858	gene-LOC101738832	gene-LOC116775239	gene-LOC135118752	gene-LOC135082948	gene-LOC128679853	gene-LOC105384667	gene-LOC115454599	gene-Gmppa
gene-LOC113511243	gene-LOC131849768	gene-LOC106135956	gene-LOC101744636	gene-LOC116775420	gene-LOC110377635	gene-LOC135082885	gene-LOC128679920	gene-LOC105384683	.	.
gene-LOC113511101	gene-LOC131849588	gene-LOC106135882	gene-LOC101738692	gene-LOC116775292	gene-LOC110381755	gene-LOC135082890	gene-LOC128679868	gene-LOC105393873	.	.
gene-LOC113511098	gene-LOC131849777	gene-LOC106135887	gene-LOC101738466	gene-LOC116775203	gene-LOC110381754	gene-LOC135082920	gene-LOC128679909	gene-LOC105393874	.	.
gene-LOC113511071	gene-LOC131849805	gene-LOC106135853	gene-LOC101738327	gene-LOC116775291	gene-LOC110381751	gene-LOC135082945	gene-LOC128679795	gene-LOC105393875	.	gene-Pex10
gene-LOC113511072	gene-LOC131849728	gene-LOC106135854	gene-LOC733041	gene-LOC116775204	gene-LOC110381752	gene-LOC135082946	gene-LOC128679796	gene-LOC105393876	.	gene-Fkbp12
gene-LOC113511091	gene-LOC131849651	gene-LOC106135873	gene-LOC101738067	gene-LOC116775280	gene-LOC110381753	gene-LOC135083033	gene-LOC128679794	gene-LOC105393878	.	.
gene-Trnag-gcc-4	.	.	.	.	.	.	.	.	.	.
gene-LOC113511244	gene-LOC131849654	gene-LOC106135818	gene-LOC101744064	gene-LOC116775421	gene-LOC110381758	gene-LOC135083032	gene-LOC128679691	gene-LOC105390966	.	.
gene-LOC128202525	.	.	.	.	.	.	.	.	.	.
gene-LOC113511114	gene-LOC131849849	gene-LOC106135987	gene-LOC101736303	gene-LOC116775181	gene-LOC110382361	gene-LOC135082852	gene-LOC128679860	gene-LOC105390724	.	.
gene-LOC113511027	gene-LOC131849848	gene-LOC106135976	gene-LOC101736030	gene-LOC116775454	gene-LOC110379940	gene-LOC135083029	gene-LOC128679621	gene-LOC105380821	.	.
gene-LOC128202532	.	.	.	.	.	.	.	.	.	.
gene-LOC128202531	.	.	.	.	.	.	.	.	.	.
gene-LOC113511028	gene-LOC131849850	gene-LOC106135978	gene-LOC101736167	gene-LOC116775455	gene-LOC126055675	gene-LOC135082944	gene-LOC128679626	gene-LOC105380796	.	.
gene-LOC113511245	gene-LOC131849826	gene-LOC106135821	.	gene-LOC116775457	gene-LOC110379939	gene-LOC135083028	gene-LOC128679624	gene-LOC105380794	.	.
gene-LOC113511189	gene-LOC131849793	gene-LOC106135902	gene-LOC101747159	gene-LOC116775297	gene-LOC110379937	gene-LOC135082660	gene-LOC128679625	gene-LOC105380793	.	gene-IFT52
gene-LOC113511113	gene-LOC131849581	gene-LOC106135982	gene-LOC101743062	gene-LOC116775088	gene-LOC110379936	gene-LOC135082872	gene-LOC128679751	gene-LOC105380791	.	gene-eya
gene-LOC113511132	gene-LOC131849656	gene-LOC106135991	gene-LOC101745849	gene-LOC116775089	gene-LOC110379934	gene-LOC135082919	gene-LOC128679834	.	.	.
gene-LOC116413368	gene-LOC131849770	gene-LOC106135975	gene-LOC692773	gene-LOC116775278	gene-LOC110379932	gene-LOC135082956	gene-LOC128679615	gene-LOC105380789	gene-LOC115444472	.
gene-LOC113511136	gene-LOC131849572	gene-LOC106135974	gene-LOC105842420	gene-LOC116775090	gene-LOC110379930	gene-LOC135082857	gene-LOC128679612	gene-LOC105380819	gene-LOC115444470	.
gene-LOC113511325	.	.	.	.	.	.	.	.	.	.
gene-LOC116413357	gene-LOC131849573	.	gene-LOC101745553	gene-LOC116775091	gene-LOC110379931	.	gene-LOC128679614	gene-LOC105380788	gene-LOC115444471	.
gene-LOC113511148	gene-LOC131849627	gene-LOC106135869	gene-LOC101745272	gene-LOC116775255	gene-LOC110381729	gene-LOC135082875	gene-LOC128680007	gene-LOC105380818	gene-LOC115444477	.
gene-LOC113522139	gene-LOC131849888	gene-LOC106135955	gene-LOC101745413	gene-LOC116775423	gene-LOC110381730	gene-LOC135082871	gene-LOC128680004	gene-LOC105380787	gene-LOC115444476	.
gene-LOC113511043	gene-LOC131849889	gene-LOC106135861	gene-LOC101745118	gene-LOC116775221	gene-LOC110381723	gene-LOC135082925	gene-LOC128680006	gene-LOC105380786	gene-LOC115444490	.
gene-LOC113511284	gene-LOC131849844	gene-LOC106135822	gene-LOC101744969	gene-LOC116775061	gene-LOC110381725	gene-LOC135082985	gene-LOC128680005	gene-LOC105380817	gene-LOC115444496	.
gene-Trnac-gca	.	.	.	.	.	.	.	.	.	.
gene-LOC113511283	gene-LOC131849885	gene-LOC106135961	gene-LOC101744823	gene-LOC116775323	gene-LOC110381726	gene-LOC135082865	gene-LOC128680001	.	gene-LOC115444491	.
gene-LOC113511149	gene-LOC131849886	gene-LOC106135868	gene-LOC101742766	gene-LOC116775424	gene-Cep89	gene-LOC135083117	gene-LOC128679998	.	gene-LOC115444495	.
gene-LOC113511282	gene-LOC131849896	gene-LOC106135826	gene-LOC101742624	gene-LOC116775425	gene-LOC110381036	gene-LOC135083026	gene-LOC128679995	.	gene-LOC115452387	.
gene-LOC113511173	gene-LOC131849763	gene-LOC106135823	.	.	gene-LOC110381035	gene-LOC135082623	gene-LOC128680002	.	gene-LOC115444473	.
gene-LOC113511172	gene-LOC131849897	gene-LOC106135850	gene-LOC101744208	gene-LOC116775339	gene-LOC110376601	gene-LOC135082861	gene-LOC128680000	.	gene-LOC115452382	.
gene-LOC113511125	gene-LOC131849603	gene-LOC106135863	gene-LOC101744351	gene-LOC116775318	gene-LOC110376613	gene-LOC135082977	gene-LOC128679837	.	gene-LOC115452388	.
gene-LOC113511124	gene-LOC131849605	gene-LOC106135862	gene-LOC101742480	gene-LOC116775230	gene-LOC110376612	gene-LOC135082603	gene-LOC128679835	.	gene-LOC115455005	.
gene-LOC113511116	gene-LOC131849807	gene-LOC106135898	gene-LOC101744063	gene-LOC116775229	gene-LOC110376615	gene-LOC135082867	gene-LOC128679935	.	gene-LOC115452389	.
gene-Trnae-uuc-4	.	.	.	.	.	.	.	.	.	.
gene-LOC113511034	gene-LOC131849617	gene-LOC106135827	gene-LOC101743916	gene-LOC116775129	gene-LOC110376607	gene-LOC135082750	gene-LOC128679667	.	gene-LOC115454197	gene-par-6
gene-LOC113511185	gene-LOC131849830	gene-LOC106135892	gene-LOC101743766	gene-LOC116775152	gene-LOC110376608	gene-LOC135082934	gene-LOC128679668	.	gene-LOC115454602	.
gene-LOC113511109	gene-LOC131849755	gene-LOC106135876	gene-LOC101743623	gene-LOC116775142	gene-LOC110376610	gene-LOC135082864	gene-LOC128679761	.	gene-LOC115451904	.
gene-LOC113511280	gene-LOC131849658	.	gene-Casp-4	.	gene-LOC110376609	gene-LOC135082912	.	gene-LOC105380790	.	.
gene-LOC113511177	gene-LOC131849662	.	gene-Casp-4	.	gene-LOC110376609	gene-LOC135082912	.	gene-LOC105380790	.	.
gene-LOC113511150	gene-LOC131849660	.	gene-Casp-4	.	gene-LOC110376609	.	.	.	.	.
gene-LOC113511056	gene-LOC131849662	.	gene-Casp-4	.	.	gene-LOC135082912	.	gene-LOC105380790	.	.
gene-LOC113511112	gene-LOC131849662	.	gene-Casp-4	.	gene-LOC110376609	gene-LOC135082912	.	gene-LOC105380790	.	.
gene-LOC113511018	gene-LOC131849737	gene-LOC106135917	gene-Tinag	gene-LOC116775162	gene-LOC110376605	gene-LOC135082755	gene-LOC128679881	.	gene-LOC115452830	.
gene-LOC113511184	gene-LOC131849808	gene-LOC106135918	gene-LOC101743487	gene-LOC116775222	gene-LOC110376606	gene-LOC135082596	gene-LOC128679884	.	gene-LOC115452831	.
gene-LOC113511057	gene-LOC131849732	gene-LOC106135915	gene-LOC101742327	gene-LOC116778573	gene-LOC110376602	gene-LOC135083023	gene-LOC128679879	.	gene-LOC115454428	.
